what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435234087688
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435234089520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435234110386
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435234111071
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235255292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235264522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235266825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235267440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235270663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235272762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235302256
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435235306180
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1435235308714
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435235311620
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1435235312769
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435235321202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235324195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235325817
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1435235343305
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235347187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1435235349816
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435235356125
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435235356312
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1435235356376
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1435235363514
