what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021725512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021756776
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021761277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021826057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021830588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021831871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021832449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021836039
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021842088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021843932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021849472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021852715
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021853372
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436021962117
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436021971865
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1436021972287
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436021980061
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436021992824
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1436022011554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436022015188
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1436022345292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436022345307
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436022414800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1436022642589
